Date,Open,High,Low,Close,Adj Close,Volume
2017-11-27,62.650002,64.000000,60.245998,61.306000,61.306000,134586500
2017-12-04,61.299999,63.726002,60.000000,63.026001,63.026001,129630000
2017-12-11,62.925999,69.487999,62.750000,68.690002,68.690002,178129000
2017-12-18,68.980003,69.346001,64.963997,65.040001,65.040001,134280000
2017-12-25,64.765999,64.788002,61.908001,62.270000,62.270000,85920000
2018-01-01,62.400002,65.050003,61.136002,63.316002,63.316002,117056000
2018-01-08,63.200001,68.961998,63.099998,67.244003,67.244003,163932500
2018-01-15,67.508003,70.459999,66.959999,70.003998,70.003998,120759500
2018-01-22,69.879997,72.099998,67.141998,68.570000,68.570000,141215000
2018-01-29,67.970001,71.931999,67.655998,68.750000,68.750000,117907000
2018-02-05,67.594002,69.723999,58.952000,62.084000,62.084000,198850000
2018-02-12,63.226002,68.624001,61.250000,67.098000,67.098000,131471000
2018-02-19,66.893997,70.998001,66.300003,70.410004,70.410004,100081000
2018-02-26,70.699997,71.998001,64.594002,67.024002,67.024002,135927500
2018-03-05,66.477997,67.550003,64.348000,65.433998,65.433998,110949000
2018-03-12,65.722000,69.442001,63.813999,64.269997,64.269997,174396500
2018-03-19,63.299999,64.487999,60.090000,60.307999,60.307999,149008500
2018-03-26,61.467999,61.518002,49.641998,53.226002,53.226002,292096500
2018-04-02,51.251999,61.855999,48.917999,59.860001,59.860001,437482500
2018-04-09,60.074001,61.900002,57.841999,60.068001,60.068001,218292500
2018-04-16,59.799999,60.202000,56.501999,58.048000,58.048000,158073500
2018-04-23,58.257999,58.894001,55.299999,58.816002,58.816002,116564500
2018-04-30,58.722000,61.369999,55.046001,58.818001,58.818001,218728500
2018-05-07,59.500000,62.598000,59.034000,60.212002,60.212002,153334000
2018-05-14,60.664001,60.987999,54.799999,55.363998,55.363998,170762500
2018-05-21,56.265999,58.298000,54.683998,55.770000,55.770000,160826500
2018-05-28,55.702000,59.001999,55.230000,58.363998,58.363998,122502000
2018-06-04,58.868000,66.000000,57.348000,63.532001,63.532001,260554000
2018-06-11,64.501999,72.933998,64.500000,71.634003,71.634003,334150000
2018-06-18,71.080002,74.746002,66.400002,66.725998,66.725998,257260000
2018-06-25,66.024002,71.403999,65.160004,68.589996,68.589996,188039500
2018-07-02,72.014000,72.956001,59.243999,61.779999,61.779999,286921500
2018-07-09,62.397999,65.536003,61.599998,63.773998,63.773998,167717000
2018-07-16,62.341999,65.099998,61.250000,62.716000,62.716000,157583000
2018-07-23,60.368000,62.139999,58.509998,59.436001,59.436001,189964500
2018-07-30,59.180000,71.000000,57.226002,69.634003,69.634003,294459500
2018-08-06,69.092003,77.491997,67.830002,71.098000,71.098000,463735500
2018-08-13,72.225998,72.638000,60.706001,61.099998,61.099998,257871000
2018-08-20,58.340000,65.463997,57.639999,64.564003,64.564003,226352000
2018-08-27,63.599998,64.487999,59.543999,60.332001,60.332001,203838000
2018-09-03,59.388000,59.638000,50.450001,52.647999,52.647999,230220000
2018-09-10,54.652000,59.466000,54.200001,59.040001,59.040001,232874000
2018-09-17,58.007999,61.195999,55.099998,59.820000,59.820000,220649500
2018-09-24,59.695999,62.992001,52.112000,52.953999,52.953999,296633500
2018-10-01,61.153999,63.368000,52.000000,52.389999,52.389999,346374000
2018-10-08,52.903999,53.551998,49.554001,51.756001,51.756001,268588500
2018-10-15,51.812000,56.540001,50.700001,52.000000,52.000000,195893000
2018-10-22,52.136002,67.980003,50.518002,66.180000,66.180000,464763000
2018-10-29,67.494003,69.839996,64.452003,69.281998,69.281998,235225500
2018-11-05,68.099998,71.515999,66.028000,70.101997,70.101997,170789500
2018-11-12,69.674004,71.139999,66.068001,70.862000,70.862000,146311500
2018-11-19,71.267998,73.349998,65.110001,65.166000,65.166000,133015000
2018-11-26,65.000000,70.320000,65.000000,70.096001,70.096001,135939000
2018-12-03,72.000000,75.898003,70.152000,71.594002,71.594002,180610500
2018-12-10,72.000000,75.573997,70.624001,73.141998,73.141998,158264000
2018-12-17,72.400002,73.139999,62.374001,63.953999,63.953999,200684500
2018-12-24,62.700001,67.248001,58.818001,66.774002,66.774002,161185500
2018-12-31,67.557999,67.842003,59.476002,63.537998,63.537998,161601000
2019-01-07,64.344002,69.681999,63.549999,69.452003,69.452003,155440500
2019-01-14,68.475998,70.400002,59.945999,60.452000,60.452000,219115500
2019-01-21,60.964001,61.599998,55.855999,59.408001,59.408001,199292500
2019-01-28,58.582001,63.220001,57.549999,62.442001,62.442001,210739500
2019-02-04,62.596001,64.848000,59.700001,61.160000,61.160000,157491000
2019-02-11,62.320000,63.720001,60.200001,61.576000,61.576000,134473000
2019-02-18,61.312000,62.307999,58.099998,58.942001,58.942001,129801500
2019-02-25,59.582001,64.000000,57.754002,58.958000,58.958000,299125000
2019-03-04,59.624001,59.799999,54.020000,56.827999,56.827999,322295500
2019-03-11,56.703999,59.077999,54.880001,55.085999,55.085999,218150000
2019-03-18,55.200001,55.610001,52.692001,52.905998,52.905998,218412500
2019-03-25,51.942001,56.066002,50.891998,55.972000,55.972000,195552500
2019-04-01,56.523998,59.234001,52.118000,54.992001,54.992001,291338500
2019-04-08,55.537998,56.231998,53.119999,53.540001,53.540001,199788000
2019-04-15,53.726002,55.000000,51.726002,54.652000,54.652000,141571500
2019-04-22,53.799999,53.936001,46.226002,47.028000,47.028000,390143000
2019-04-29,47.172001,51.321999,46.299999,51.006001,51.006001,393748000
2019-05-06,50.004002,51.669998,47.203999,47.903999,47.903999,204307000
2019-05-13,46.402000,46.900002,41.784000,42.206001,42.206001,253266000
2019-05-20,40.560001,41.480000,37.243999,38.125999,38.125999,489495000
2019-05-27,38.240002,39.000000,36.820000,37.032001,37.032001,203073500
2019-06-03,37.102001,42.200001,35.397999,40.900002,40.900002,383142000
2019-06-10,42.049999,44.675999,41.501999,42.984001,42.984001,265188500
2019-06-17,43.096001,46.948002,42.854000,44.372002,44.372002,258366500
2019-06-24,44.647999,45.445999,43.470001,44.692001,44.692001,168156000
2019-07-01,46.042000,48.313999,44.444000,46.619999,46.619999,193696000
2019-07-08,46.248001,49.076000,45.456001,49.015999,49.015999,189659500
2019-07-15,49.599998,51.992001,48.972000,51.636002,51.636002,203604000
2019-07-22,51.750000,53.214001,44.450001,45.608002,45.608002,276921500
2019-07-29,45.417999,49.335999,45.206001,46.868000,46.868000,204782500
2019-08-05,45.919998,47.959999,45.150002,47.001999,47.001999,132707500
2019-08-12,46.598000,47.200001,42.310001,43.987999,43.987999,161663500
2019-08-19,44.841999,45.818001,42.200001,42.279999,42.279999,161633500
2019-08-26,42.720001,46.487999,42.307999,45.122002,45.122002,140968500
2019-09-02,44.816002,45.959999,43.841999,45.490002,45.490002,113499000
2019-09-09,46.000000,50.700001,45.787998,49.040001,49.040001,168117500
2019-09-16,49.200001,49.633999,47.632000,48.124001,48.124001,119562500
2019-09-23,48.000000,49.742001,43.672001,48.425999,48.425999,248298500
2019-09-30,48.599998,49.189999,44.855999,46.285999,46.285999,203766500
2019-10-07,45.959999,50.216000,45.709999,49.577999,49.577999,191977500
2019-10-14,49.580002,52.956001,49.425999,51.389999,51.389999,169205000
2019-10-21,51.666000,66.000000,50.035999,65.625999,65.625999,373046000
2019-10-28,65.508003,68.167999,61.959999,62.661999,62.661999,263236500
2019-11-04,62.959999,68.300003,61.852001,67.428001,67.428001,221039000
2019-11-11,68.790001,71.265999,68.400002,70.433998,70.433998,185200500
2019-11-18,70.584000,72.239998,66.000000,66.608002,66.608002,209154500
2019-11-25,68.863998,68.914001,65.419998,65.987999,65.987999,141540500
2019-12-02,65.879997,67.772003,65.449997,67.178001,67.178001,147591000
2019-12-09,67.318001,73.042000,67.015999,71.678001,71.678001,195420000
2019-12-16,72.510002,82.599998,72.500000,81.117996,81.117996,368259000
2019-12-23,82.356003,87.061996,82.000000,86.075996,86.075996,209769500
2019-12-30,85.758003,90.800003,80.416000,88.601997,88.601997,250913500
2020-01-06,88.094002,99.760002,88.000000,95.629997,95.629997,502796500
2020-01-13,98.699997,109.482002,98.400002,102.099998,102.099998,541242000
2020-01-20,106.050003,118.900002,105.681999,112.963997,112.963997,415885500
2020-01-27,108.398003,130.600006,107.856003,130.113998,130.113998,439615500
2020-02-03,134.738007,193.798004,134.703995,149.613998,149.613998,1066859500
2020-02-10,160.000000,163.998001,147.000000,160.005997,160.005997,451961000
2020-02-17,168.320007,188.955994,166.472000,180.199997,180.199997,368772000
2020-02-24,167.800003,172.699997,122.304001,133.598007,133.598007,475341500
2020-03-02,142.251999,161.395996,136.854004,140.695999,140.695999,422718000
2020-03-09,121.078003,133.600006,100.400002,109.323997,109.323997,437700000
2020-03-16,93.900002,98.973999,70.101997,85.505997,85.505997,633756500
2020-03-23,86.720001,112.000000,82.099998,102.872002,102.872002,461652500
2020-03-30,102.052002,108.592003,89.279999,96.001999,96.001999,427716500
2020-04-06,102.239998,115.036003,99.592003,114.599998,114.599998,295638000
2020-04-13,118.031998,154.990005,116.106003,150.778000,150.778000,552075000
2020-04-20,146.539993,153.113998,134.757996,145.029999,145.029999,377849500
2020-04-27,147.522003,173.964005,136.608002,140.264008,140.264008,565615500
2020-05-04,140.199997,164.800003,139.600006,163.884003,163.884003,374831000
2020-05-11,158.102005,168.658005,152.660004,159.834000,159.834000,378463000
2020-05-18,165.556000,166.944000,159.199997,163.376007,163.376007,254268500
2020-05-25,166.899994,167.000000,157.000000,167.000000,167.000000,193296500
2020-06-01,171.600006,181.731995,170.820007,177.132004,177.132004,265771000
2020-06-08,183.800003,205.496002,181.832001,187.056000,187.056000,384031000
2020-06-15,183.557999,203.839996,181.699997,200.179993,200.179993,290353500
2020-06-22,199.990005,202.399994,187.429993,191.947998,191.947998,208983500
2020-06-29,193.802002,245.600006,189.703995,241.731995,241.731995,282609500
2020-07-06,255.337997,309.783997,253.207993,308.929993,308.929993,467130500
2020-07-13,331.799988,358.997986,286.200012,300.167999,300.167999,512010500
2020-07-20,303.802002,337.799988,273.308014,283.399994,283.399994,455574000
2020-07-27,287.000000,312.940002,282.600006,286.152008,286.152008,305567500
2020-08-03,289.839996,305.481995,283.002014,290.541992,290.541992,185304000
2020-08-10,289.600006,333.760010,273.000000,330.141998,330.141998,354902000
2020-08-17,335.399994,419.097992,334.566010,409.996002,409.996002,455117500
2020-08-24,425.256012,463.697998,385.503998,442.679993,442.679993,443680500
2020-08-31,444.609985,502.489990,372.019989,418.320007,418.320007,502309600
2020-09-07,356.000000,398.989990,329.880005,372.720001,372.720001,340579600
2020-09-14,380.950012,461.940002,373.299988,442.149994,442.149994,415784100
2020-09-21,453.130005,455.679993,351.299988,407.339996,407.339996,447901400
2020-09-28,424.619995,448.880005,411.600006,415.089996,415.089996,270256000
2020-10-05,423.350006,439.000000,406.049988,434.000000,434.000000,206343600
2020-10-12,442.000000,465.899994,436.600006,439.670013,439.670013,189582800
2020-10-19,446.239990,447.000000,407.380005,420.630005,420.630005,174024800
2020-10-26,411.630005,430.500000,379.109985,388.040009,388.040009,141543700
2020-11-02,394.000000,440.000000,392.299988,429.950012,429.950012,145636400
2020-11-09,439.500000,452.500000,396.029999,408.500000,408.500000,122101100
2020-11-16,408.929993,508.609985,404.089996,489.609985,489.609985,261458100
2020-11-23,503.500000,598.780029,501.790009,585.760010,585.760010,190400100
2020-11-30,602.210022,607.799988,541.210022,599.039978,599.039978,222835600
2020-12-07,604.919983,654.320007,566.340027,609.989990,609.989990,305424100
2020-12-14,619.000000,695.000000,605.000000,695.000000,695.000000,417604200
2020-12-21,666.239990,668.500000,614.229980,661.770020,661.770020,165799900
2020-12-28,674.510010,718.719971,655.000000,705.669983,705.669983,147685300
2021-01-04,719.460022,884.489990,717.190002,880.020020,880.020020,252137800
2021-01-11,849.400024,868.000000,803.619995,826.159973,826.159973,208928700
2021-01-18,837.799988,859.500000,828.619995,846.640015,846.640015,91620500
2021-01-25,855.000000,900.400024,780.099976,793.530029,793.530029,153007800
2021-02-01,814.289978,880.500000,795.559998,852.229980,852.229980,102460400
2021-02-08,869.669983,877.770020,785.330017,816.119995,816.119995,116926600
2021-02-15,818.000000,821.000000,762.010010,781.299988,781.299988,82714200
2021-02-22,762.640015,768.500000,619.000000,675.500000,675.500000,220756700
2021-03-01,690.109985,721.109985,539.489990,597.950012,597.950012,236392400
2021-03-08,600.549988,717.849976,558.789978,693.729980,693.729980,249753700
2021-03-15,694.090027,713.179993,624.619995,654.869995,654.869995,178022600
2021-03-22,684.590027,699.619995,599.890015,618.710022,618.710022,176877000
2021-03-29,615.640015,692.419983,591.010010,661.750000,661.750000,136705100
2021-04-05,707.710022,708.159973,667.840027,677.020020,677.020020,141785400
2021-04-12,685.700012,780.789978,682.090027,739.780029,739.780029,178634300
2021-04-19,719.599976,753.770020,691.799988,729.400024,729.400024,170471000
2021-04-26,741.000000,749.299988,666.140015,709.440002,709.440002,152350600
2021-05-03,703.799988,706.000000,650.000000,672.369995,672.369995,129938100
2021-05-10,664.900024,665.049988,559.650024,589.739990,589.739990,189275700
2021-05-17,575.549988,596.679993,546.979980,580.880005,580.880005,165651100
2021-05-24,581.599976,635.590027,573.650024,625.219971,625.219971,140310900
2021-05-31,627.799988,633.799988,571.219971,599.049988,599.049988,95536500
2021-06-07,591.830017,623.090027,582.880005,609.890015,609.890015,105306600
2021-06-14,612.229980,628.349976,593.500000,623.309998,623.309998,107594500
2021-06-21,624.479980,697.619995,608.880005,671.869995,671.869995,153549900
2021-06-28,671.640015,700.000000,670.320007,678.900024,678.900024,103623400
2021-07-05,681.710022,684.000000,620.460022,656.950012,656.950012,82990300
2021-07-12,662.200012,693.280029,637.880005,644.219971,644.219971,105114900
2021-07-19,629.890015,664.859985,621.289978,643.380005,643.380005,80448100
2021-07-26,650.969971,697.530029,627.239990,687.200012,687.200012,134151600
2021-08-02,700.000000,726.940002,697.630005,699.099976,699.099976,100734500
2021-08-09,710.169983,729.900024,699.400024,717.169983,717.169983,72106200
2021-08-16,705.070007,709.500000,648.840027,680.260010,680.260010,95843400
2021-08-23,685.440002,716.969971,680.750000,711.919983,711.919983,72970000
2021-08-30,714.719971,741.989990,712.729980,733.570007,733.570007,80687300
2021-09-06,740.000000,764.450012,734.520020,736.270020,736.270020,68024800
2021-09-13,740.210022,761.039978,708.849976,759.489990,759.489990,98962700
2021-09-20,734.559998,774.799988,718.619995,774.390015,774.390015,89535200
2021-09-27,773.119995,799.000000,763.590027,775.219971,775.219971,109382400
2021-10-04,796.500000,806.969971,773.219971,785.489990,785.489990,99455600
2021-10-11,787.650024,843.210022,785.500000,843.030029,843.030029,81405600
2021-10-18,851.789978,910.000000,851.469971,909.679993,909.679993,109982700
2021-10-25,950.530029,1115.209961,944.200012,1114.000000,1114.000000,220925200
2021-11-01,1145.000000,1243.489990,1118.660034,1222.089966,1222.089966,180392300
2021-11-08,1149.790039,1197.000000,987.309998,1033.420044,1033.420044,182933100
2021-11-15,1017.630005,1138.719971,978.599976,1137.060059,1137.060059,135304600
2021-11-22,1162.329956,1201.949951,1062.000000,1081.920044,1081.920044,103485300
2021-11-29,1100.989990,1172.839966,1000.210022,1014.969971,1014.969971,124441200
2021-12-06,1001.510010,1072.380005,950.500000,1017.030029,1017.030029,99552500
2021-12-13,1001.090027,1005.000000,909.039978,932.570007,932.570007,135926600
2021-12-20,910.700012,1072.979980,886.119995,1067.000000,1067.000000,104781800
2021-12-27,1073.670044,1119.000000,1053.150024,1056.780029,1056.780029,91799500
2022-01-03,1147.750000,1208.000000,1010.000000,1026.959961,1026.959961,152797700
2022-01-10,1000.000000,1115.599976,980.000000,1049.609985,1049.609985,137189000
2022-01-17,1026.609985,1070.790039,940.500000,943.900024,943.900024,105363500
2022-01-24,904.760010,987.690002,792.010010,846.349976,846.349976,208309200
2022-01-31,872.710022,943.700012,862.049988,923.320007,923.320007,132213500
2022-02-07,923.789978,947.770020,850.700012,860.000000,860.000000,103196000
2022-02-14,861.570007,926.429993,837.609985,856.979980,856.979980,100003400
2022-02-21,834.130005,856.729980,700.000000,809.869995,809.869995,129931900
